TypeAnomaly,Severity,City,DetectionDateTime
Prolonged Low Precipitation,Medium,Arco,2019-09-05T04:05:50
Excessive Precipitation,Low,Arco,2019-09-06T03:33:01
Excessive Wind,High,Trento,2019-09-07T22:27:09
Solid Precipitation,Critical,Lavarone,2019-09-09T11:31:07
Reduced Visibility,Medium,Mezzana,2019-09-10T04:29:59
Too Cold Temperature,Critical,Lavarone,2019-09-11T02:07:20
Too Hot Temperature,Low,Trento,2019-09-12T05:24:52
Too Hot Temperature,Low,Trento,2019-09-12T00:18:46
Excessive Wind,High,Lavarone,2019-09-13T15:47:36
Prolonged Low Precipitation,Critical,Mezzana,2019-09-13T10:49:01
Too Cold Temperature,Medium,Lavarone,2019-09-13T13:51:14
Prolonged Low Precipitation,Critical,Tenno,2019-09-14T01:24:10
Excessive Wind,High,Arco,2019-09-14T09:33:24
Prolonged Low Precipitation,High,Lavarone,2019-09-15T10:14:46
Prolonged Low Precipitation,Low,Telve,2019-09-16T09:37:04
Too Cold Temperature,Critical,Povo,2019-09-16T02:07:03
Too Hot Temperature,Low,Telve,2019-09-17T01:49:40
Reduced Visibility,High,Lavarone,2019-09-17T21:19:17
Too Hot Temperature,Critical,Predazzo,2019-09-17T11:43:26
Excessive Wind,Critical,Arco,2019-09-18T08:39:18
Prolonged Low Precipitation,Critical,Telve,2019-09-18T09:28:22
Reduced Visibility,Critical,Rovereto,2019-09-19T02:42:51
Solid Precipitation,Low,Telve,2019-09-19T15:27:37
Excessive Wind,Medium,Arco,2019-09-20T14:39:27
Solid Precipitation,High,Lavarone,2019-09-20T22:21:03
Too Cold Temperature,High,Trento,2019-09-21T22:57:22
Excessive Wind,High,Arco,2019-09-21T09:21:33
Excessive Precipitation,Critical,Rovereto,2019-09-23T11:54:16
Too Cold Temperature,High,Arco,2019-09-23T01:19:43
Prolonged Low Precipitation,High,Tenno,2019-09-25T03:07:46
Reduced Visibility,Low,Rovereto,2019-09-25T15:52:46
Reduced Visibility,Medium,Mezzana,2019-09-25T07:36:08
Too Hot Temperature,Low,Trento,2019-09-27T01:44:30
Excessive Wind,High,Arco,2019-09-27T22:01:07
Excessive Precipitation,Low,Arco,2019-09-28T12:08:30
Too Cold Temperature,Low,Mezzana,2019-09-28T13:47:23
Excessive Precipitation,Medium,Povo,2019-09-28T22:29:16
Reduced Visibility,Critical,Lavarone,2019-09-29T07:42:09
Too Cold Temperature,High,Rovereto,2019-09-29T22:43:55
Excessive Precipitation,Critical,Trento,2019-09-29T12:06:56
Solid Precipitation,Critical,Telve,2019-10-01T13:10:18
Prolonged Low Precipitation,Critical,Cavalese,2019-10-02T19:24:16
Prolonged Low Precipitation,Low,Povo,2019-10-02T08:49:17
Excessive Wind,High,Telve,2019-10-02T12:08:21
Too Hot Temperature,Low,Arco,2019-10-03T15:24:23
Prolonged Low Precipitation,Critical,Arco,2019-10-03T01:36:29
Excessive Wind,High,Lavarone,2019-10-04T14:42:12
Prolonged Low Precipitation,Medium,Predazzo,2019-10-05T14:28:07
Excessive Precipitation,High,Predazzo,2019-10-09T04:34:06
Excessive Precipitation,Low,Lavarone,2019-10-10T14:15:13
Excessive Precipitation,High,Arco,2019-10-11T12:16:03
Prolonged Low Precipitation,Critical,Povo,2019-10-11T11:24:50
Prolonged Low Precipitation,Low,Mezzana,2019-10-13T16:56:34
Solid Precipitation,Critical,Trento,2019-10-14T11:52:22
Prolonged Low Precipitation,Medium,Trento,2019-10-14T19:25:39
Too Cold Temperature,Medium,Rovereto,2019-10-14T08:58:05
Excessive Precipitation,High,Tenno,2019-10-15T03:22:31
Excessive Wind,Critical,Predazzo,2019-10-16T04:42:40
Reduced Visibility,Medium,Telve,2019-10-16T13:32:13
Prolonged Low Precipitation,Medium,Cavalese,2019-10-17T14:27:59
Excessive Wind,Critical,Tenno,2019-10-17T06:34:08
Too Hot Temperature,Critical,Arco,2019-10-19T12:59:46
Excessive Precipitation,Medium,Predazzo,2019-10-19T13:18:31
Excessive Wind,High,Povo,2019-10-20T23:44:30
Too Hot Temperature,Low,Cavalese,2019-10-22T09:20:14
Excessive Wind,High,Telve,2019-10-22T07:08:01
Solid Precipitation,High,Rovereto,2019-10-22T02:02:01
Prolonged Low Precipitation,Medium,Mezzana,2019-10-23T14:56:51
Reduced Visibility,Medium,Rovereto,2019-10-23T12:58:58
Excessive Wind,Low,Predazzo,2019-10-24T10:36:34
Solid Precipitation,Low,Arco,2019-10-24T21:01:22
Reduced Visibility,Critical,Trento,2019-10-25T04:07:34
Excessive Wind,High,Mezzana,2019-10-25T02:34:01
Excessive Precipitation,Low,Lavarone,2019-10-26T17:39:58
Prolonged Low Precipitation,Critical,Arco,2019-10-26T04:22:31
Prolonged Low Precipitation,Medium,Cavalese,2019-10-29T22:54:45
Prolonged Low Precipitation,Low,Tenno,2019-10-29T16:21:44
Prolonged Low Precipitation,Low,Rovereto,2019-10-31T08:55:25
Prolonged Low Precipitation,High,Rovereto,2019-10-31T05:32:40
Too Cold Temperature,Medium,Tenno,2019-11-02T05:41:27
Excessive Precipitation,Medium,Cavalese,2019-11-03T05:24:52
Prolonged Low Precipitation,Low,Arco,2019-11-04T17:04:23
Solid Precipitation,Medium,Rovereto,2019-11-05T23:57:59
Too Cold Temperature,Medium,Trento,2019-11-05T01:08:50
Excessive Wind,Low,Predazzo,2019-11-06T02:43:35
Too Hot Temperature,Medium,Mezzana,2019-11-07T05:42:01
Excessive Wind,Critical,Tenno,2019-11-07T17:15:35
Too Cold Temperature,High,Predazzo,2019-11-08T03:30:50
Too Hot Temperature,Medium,Telve,2019-11-08T20:51:30
Solid Precipitation,High,Cavalese,2019-11-08T12:54:32
Too Hot Temperature,Critical,Trento,2019-11-09T18:07:02
Solid Precipitation,Low,Arco,2019-11-09T04:34:11
Excessive Precipitation,High,Trento,2019-11-09T17:30:37
Excessive Precipitation,Critical,Predazzo,2019-11-10T12:32:51
Excessive Precipitation,Critical,Predazzo,2019-11-10T02:46:04
Too Cold Temperature,Critical,Rovereto,2019-11-10T17:45:51
Solid Precipitation,High,Povo,2019-11-11T18:18:08
Too Cold Temperature,Medium,Mezzana,2019-11-11T07:40:30
Prolonged Low Precipitation,High,Telve,2019-11-11T09:02:18
Too Hot Temperature,Medium,Arco,2019-11-12T13:42:27
Prolonged Low Precipitation,Critical,Lavarone,2019-11-13T01:47:23
Solid Precipitation,High,Povo,2019-11-13T16:37:57
Too Hot Temperature,High,Arco,2019-11-13T13:25:51
Excessive Wind,Critical,Tenno,2019-11-14T19:36:08
Reduced Visibility,High,Povo,2019-11-14T13:05:53
Excessive Precipitation,Low,Predazzo,2019-11-15T23:45:10
Too Hot Temperature,Low,Mezzana,2019-11-16T07:03:53
Solid Precipitation,High,Trento,2019-11-17T07:59:19
Solid Precipitation,Low,Tenno,2019-11-19T15:04:23
Excessive Wind,Medium,Predazzo,2019-11-21T10:34:04
Too Cold Temperature,Critical,Tenno,2019-11-21T04:53:26
Too Hot Temperature,Medium,Predazzo,2019-11-22T10:32:51
Reduced Visibility,Low,Trento,2019-11-22T09:33:23
Too Hot Temperature,Medium,Trento,2019-11-23T06:02:32
Excessive Precipitation,Critical,Mezzana,2019-11-24T13:43:39
Too Hot Temperature,Critical,Lavarone,2019-11-25T16:14:52
Too Hot Temperature,Critical,Povo,2019-11-25T00:11:06
Reduced Visibility,High,Mezzana,2019-11-26T23:54:08
Reduced Visibility,Low,Cavalese,2019-11-26T07:06:40
Excessive Precipitation,High,Mezzana,2019-11-26T16:19:44
Excessive Precipitation,High,Predazzo,2019-11-28T11:28:57
Prolonged Low Precipitation,Low,Telve,2019-11-28T20:27:24
Solid Precipitation,Low,Mezzana,2019-11-28T12:38:35
Excessive Wind,Medium,Predazzo,2019-11-29T20:16:59
Excessive Wind,Medium,Telve,2019-11-29T22:40:34
Reduced Visibility,Critical,Povo,2019-12-01T05:19:49
Solid Precipitation,Low,Arco,2019-12-03T19:30:03
Excessive Wind,Medium,Predazzo,2019-12-03T11:52:37
Reduced Visibility,Low,Mezzana,2019-12-05T22:41:10
Excessive Wind,High,Predazzo,2019-12-05T11:42:49
Prolonged Low Precipitation,Low,Lavarone,2019-12-06T17:48:47
Excessive Precipitation,High,Cavalese,2019-12-06T02:02:39
Too Hot Temperature,Medium,Trento,2019-12-08T21:31:03
Solid Precipitation,Low,Arco,2019-12-10T20:31:15
Solid Precipitation,Low,Predazzo,2019-12-10T20:08:29
Reduced Visibility,Medium,Mezzana,2019-12-10T23:24:49
Too Cold Temperature,Critical,Rovereto,2019-12-11T05:32:09
Excessive Wind,Critical,Arco,2019-12-11T08:12:26
Too Hot Temperature,High,Arco,2019-12-12T03:44:58
Too Cold Temperature,Medium,Lavarone,2019-12-13T01:24:32
Too Hot Temperature,Medium,Predazzo,2019-12-13T21:51:29
Prolonged Low Precipitation,Low,Tenno,2019-12-15T09:57:36
Excessive Wind,Critical,Tenno,2019-12-15T17:46:28
Excessive Wind,Low,Arco,2019-12-15T05:53:25
Reduced Visibility,Low,Mezzana,2019-12-16T02:21:37
Too Cold Temperature,Low,Rovereto,2019-12-16T23:13:13
Excessive Wind,Low,Mezzana,2019-12-16T04:35:06
Reduced Visibility,Medium,Cavalese,2019-12-17T15:51:09
Solid Precipitation,High,Povo,2019-12-17T06:49:08
Excessive Precipitation,Medium,Povo,2019-12-18T20:54:06
Prolonged Low Precipitation,Low,Lavarone,2019-12-19T23:57:01
Excessive Precipitation,Critical,Trento,2019-12-19T05:16:01
Reduced Visibility,High,Lavarone,2019-12-19T13:26:37
Prolonged Low Precipitation,High,Rovereto,2019-12-22T12:49:52
Too Hot Temperature,Low,Cavalese,2019-12-23T19:41:29
Prolonged Low Precipitation,High,Lavarone,2019-12-25T02:15:06
Solid Precipitation,Low,Cavalese,2019-12-26T14:24:55
Reduced Visibility,Low,Telve,2019-12-26T18:00:55
Too Cold Temperature,Medium,Arco,2019-12-26T13:16:40
Too Hot Temperature,High,Cavalese,2019-12-27T03:06:10
Too Hot Temperature,Medium,Rovereto,2019-12-29T03:37:52
Excessive Wind,Critical,Tenno,2019-12-29T09:11:52
Prolonged Low Precipitation,Low,Predazzo,2019-12-30T21:42:05
Prolonged Low Precipitation,Medium,Povo,2019-12-30T20:33:27
Excessive Wind,Medium,Predazzo,2019-12-31T05:57:32
Prolonged Low Precipitation,Critical,Trento,2019-12-31T07:31:05
Excessive Wind,Critical,Tenno,2019-12-31T22:17:19
Solid Precipitation,Critical,Predazzo,2020-01-01T07:42:02
Prolonged Low Precipitation,High,Arco,2020-01-01T18:17:36
Reduced Visibility,Low,Trento,2020-01-02T03:45:36
Excessive Wind,Low,Predazzo,2020-01-02T01:55:21
Prolonged Low Precipitation,Medium,Mezzana,2020-01-02T23:12:02
Reduced Visibility,Critical,Tenno,2020-01-03T05:17:57
Too Hot Temperature,Low,Trento,2020-01-03T02:24:28
Solid Precipitation,High,Arco,2020-01-03T23:34:48
Prolonged Low Precipitation,Critical,Lavarone,2020-01-04T20:13:53
Too Cold Temperature,Critical,Cavalese,2020-01-04T22:09:30
Too Cold Temperature,Critical,Trento,2020-01-04T12:21:46
Excessive Wind,High,Povo,2020-01-05T18:07:29
Too Hot Temperature,Medium,Predazzo,2020-01-06T08:32:22
Too Hot Temperature,High,Rovereto,2020-01-06T07:57:53
Prolonged Low Precipitation,High,Cavalese,2020-01-06T09:29:01
Excessive Precipitation,Critical,Trento,2020-01-07T22:20:04
Too Cold Temperature,Medium,Telve,2020-01-08T08:50:45
Reduced Visibility,Low,Tenno,2020-01-08T15:45:12
Prolonged Low Precipitation,Low,Povo,2020-01-08T21:23:51
Excessive Precipitation,Medium,Arco,2020-01-10T23:19:47
Solid Precipitation,High,Lavarone,2020-01-11T23:44:18
Excessive Precipitation,Low,Rovereto,2020-01-11T00:12:27
Prolonged Low Precipitation,Medium,Povo,2020-01-11T20:26:34
Excessive Wind,Low,Povo,2020-01-12T11:06:51
Prolonged Low Precipitation,High,Rovereto,2020-01-12T13:49:21
Excessive Precipitation,Critical,Arco,2020-01-12T07:53:25
Too Hot Temperature,Medium,Cavalese,2020-01-14T06:47:48
Solid Precipitation,High,Lavarone,2020-01-14T03:07:02
Solid Precipitation,Medium,Mezzana,2020-01-17T21:35:30
Excessive Precipitation,High,Rovereto,2020-01-18T02:24:45
Too Cold Temperature,Low,Mezzana,2020-01-18T16:30:24
Reduced Visibility,Critical,Arco,2020-01-19T12:36:56
Prolonged Low Precipitation,Critical,Telve,2020-01-19T13:05:01
Solid Precipitation,Medium,Telve,2020-01-20T02:58:27
Too Hot Temperature,Medium,Arco,2020-01-21T07:08:19
Excessive Wind,Low,Mezzana,2020-01-21T08:20:03
Too Cold Temperature,Medium,Tenno,2020-01-21T12:29:48
Solid Precipitation,Medium,Trento,2020-01-24T20:23:00
Solid Precipitation,Critical,Mezzana,2020-01-24T23:28:12
Prolonged Low Precipitation,Critical,Predazzo,2020-01-24T12:42:08
Excessive Wind,Critical,Lavarone,2020-01-25T05:06:04
Reduced Visibility,Medium,Rovereto,2020-01-26T13:13:42
Reduced Visibility,Medium,Povo,2020-01-27T06:40:24
Solid Precipitation,High,Cavalese,2020-01-27T14:37:14
Solid Precipitation,High,Lavarone,2020-01-30T13:56:05
Excessive Wind,High,Mezzana,2020-01-30T13:00:51
Excessive Precipitation,Critical,Povo,2020-01-30T09:03:06
Prolonged Low Precipitation,Medium,Mezzana,2020-01-31T19:20:07
Excessive Wind,Critical,Predazzo,2020-01-31T07:07:32
Excessive Precipitation,Low,Mezzana,2020-01-31T03:55:29
Prolonged Low Precipitation,High,Povo,2020-02-01T21:42:02
Excessive Precipitation,Low,Mezzana,2020-02-03T17:15:02
Prolonged Low Precipitation,Critical,Tenno,2020-02-03T04:51:25
Excessive Precipitation,Low,Lavarone,2020-02-03T08:40:55
Excessive Wind,Critical,Rovereto,2020-02-06T05:25:47
Excessive Wind,Low,Lavarone,2020-02-07T08:41:33
Excessive Wind,Critical,Tenno,2020-02-07T04:41:13
Reduced Visibility,Low,Rovereto,2020-02-07T14:33:42
Excessive Wind,Critical,Arco,2020-02-08T18:03:48
Solid Precipitation,High,Tenno,2020-02-08T14:16:27
Prolonged Low Precipitation,Low,Predazzo,2020-02-09T18:45:05
Prolonged Low Precipitation,Medium,Povo,2020-02-09T11:31:36
Too Cold Temperature,High,Arco,2020-02-09T14:16:27
Excessive Wind,Low,Cavalese,2020-02-11T15:59:24
Too Hot Temperature,Low,Predazzo,2020-02-11T01:29:17
Solid Precipitation,Critical,Rovereto,2020-02-11T22:22:46
Too Hot Temperature,Low,Arco,2020-02-12T09:16:59
Excessive Precipitation,Critical,Mezzana,2020-02-12T10:41:27
Too Hot Temperature,High,Trento,2020-02-12T07:04:33
Excessive Wind,Medium,Telve,2020-02-13T17:52:58
Excessive Wind,Critical,Lavarone,2020-02-13T15:18:08
Solid Precipitation,Low,Cavalese,2020-02-14T04:45:57
Too Hot Temperature,Critical,Telve,2020-02-16T03:40:22
Excessive Precipitation,Critical,Lavarone,2020-02-18T07:38:08
Too Hot Temperature,Critical,Trento,2020-02-19T18:41:53
Prolonged Low Precipitation,High,Arco,2020-02-19T06:53:14
Too Hot Temperature,High,Mezzana,2020-02-21T00:39:33
Prolonged Low Precipitation,High,Mezzana,2020-02-22T14:07:17
Prolonged Low Precipitation,Medium,Arco,2020-02-22T13:20:00
Solid Precipitation,Critical,Telve,2020-02-22T12:00:47
Excessive Precipitation,Critical,Cavalese,2020-02-23T23:20:02
Too Hot Temperature,High,Predazzo,2020-02-24T03:27:13
Excessive Wind,Medium,Povo,2020-02-24T23:13:11
Reduced Visibility,Critical,Povo,2020-02-25T14:02:10
Excessive Precipitation,Medium,Lavarone,2020-02-25T00:33:37
Solid Precipitation,Low,Lavarone,2020-02-25T13:52:14
Solid Precipitation,Medium,Mezzana,2020-02-26T08:18:11
Too Cold Temperature,Medium,Mezzana,2020-02-26T11:39:28
Too Hot Temperature,Medium,Lavarone,2020-02-26T11:02:32
Solid Precipitation,High,Tenno,2020-02-27T04:47:28
Too Hot Temperature,Medium,Arco,2020-02-27T04:35:56
Too Cold Temperature,Medium,Trento,2020-02-27T07:08:44
Prolonged Low Precipitation,High,Telve,2020-02-28T15:21:17
Too Cold Temperature,Critical,Povo,2020-03-01T12:36:07
Too Hot Temperature,Medium,Lavarone,2020-03-01T09:02:41
Too Hot Temperature,High,Predazzo,2020-03-01T19:46:34
Reduced Visibility,Low,Rovereto,2020-03-02T19:25:32
Too Cold Temperature,High,Tenno,2020-03-02T14:41:43
Too Cold Temperature,Low,Arco,2020-03-02T21:53:47
Too Hot Temperature,Low,Cavalese,2020-03-03T06:34:34
Too Hot Temperature,Critical,Povo,2020-03-03T17:29:02
Solid Precipitation,Low,Arco,2020-03-03T15:33:31
Too Hot Temperature,Medium,Rovereto,2020-03-04T11:30:22
Excessive Wind,Low,Tenno,2020-03-05T22:14:45
Prolonged Low Precipitation,Critical,Telve,2020-03-07T02:36:18
Reduced Visibility,Critical,Mezzana,2020-03-07T10:48:27
Excessive Wind,Medium,Cavalese,2020-03-08T08:49:15
Too Hot Temperature,Critical,Trento,2020-03-08T07:10:30
Too Hot Temperature,Critical,Lavarone,2020-03-09T23:11:58
Too Hot Temperature,Critical,Mezzana,2020-03-09T19:22:21
Excessive Precipitation,Medium,Rovereto,2020-03-10T06:16:52
Excessive Precipitation,Low,Lavarone,2020-03-10T03:02:34
Reduced Visibility,High,Predazzo,2020-03-10T18:30:38
Too Hot Temperature,High,Lavarone,2020-03-11T09:40:18
Too Hot Temperature,Medium,Tenno,2020-03-11T03:46:59
Too Hot Temperature,Low,Povo,2020-03-11T00:59:16
Excessive Precipitation,Low,Tenno,2020-03-12T16:09:31
Too Cold Temperature,High,Trento,2020-03-12T08:13:23
Excessive Precipitation,High,Tenno,2020-03-13T23:36:15
Prolonged Low Precipitation,Low,Povo,2020-03-13T06:41:41
Solid Precipitation,Critical,Cavalese,2020-03-13T23:01:18
Excessive Precipitation,Medium,Cavalese,2020-03-14T23:39:08
Prolonged Low Precipitation,Low,Arco,2020-03-14T02:00:23
Too Cold Temperature,Medium,Cavalese,2020-03-15T09:17:13
Prolonged Low Precipitation,Low,Predazzo,2020-03-15T05:24:08
Excessive Precipitation,Medium,Tenno,2020-03-16T21:06:52
Solid Precipitation,Low,Mezzana,2020-03-16T03:32:17
Too Cold Temperature,High,Telve,2020-03-17T22:54:07
Too Hot Temperature,Critical,Trento,2020-03-17T09:44:19
Too Hot Temperature,Medium,Rovereto,2020-03-18T06:55:23
Solid Precipitation,Low,Telve,2020-03-18T21:57:19
Too Hot Temperature,High,Lavarone,2020-03-20T15:46:36
Prolonged Low Precipitation,Low,Lavarone,2020-03-20T03:21:15
Prolonged Low Precipitation,Medium,Mezzana,2020-03-20T16:39:33
Solid Precipitation,Medium,Povo,2020-03-21T11:55:23
Too Hot Temperature,Critical,Arco,2020-03-21T19:30:57
Reduced Visibility,Critical,Mezzana,2020-03-22T18:58:34
Too Cold Temperature,Medium,Rovereto,2020-03-23T06:29:53
Excessive Wind,Low,Trento,2020-03-24T18:53:33
Too Hot Temperature,Medium,Rovereto,2020-03-25T15:42:15
Too Hot Temperature,High,Tenno,2020-03-26T03:50:36
Too Hot Temperature,Medium,Rovereto,2020-03-27T06:13:07
Too Cold Temperature,Low,Tenno,2020-03-27T01:02:12
Excessive Precipitation,Low,Rovereto,2020-03-27T00:54:10
Excessive Wind,High,Mezzana,2020-03-28T23:32:45
Reduced Visibility,Critical,Lavarone,2020-03-28T20:30:22
Reduced Visibility,High,Tenno,2020-03-29T08:09:20
Prolonged Low Precipitation,Critical,Lavarone,2020-03-30T23:21:20
Prolonged Low Precipitation,Low,Telve,2020-03-30T14:23:47
Solid Precipitation,Critical,Cavalese,2020-03-30T08:33:01
Too Hot Temperature,Low,Arco,2020-04-01T04:41:48
Excessive Precipitation,Low,Predazzo,2020-04-01T10:37:35
Too Cold Temperature,Critical,Arco,2020-04-01T04:46:03
Too Hot Temperature,Critical,Cavalese,2020-04-04T09:49:08
Excessive Precipitation,High,Arco,2020-04-06T03:50:41
Too Hot Temperature,High,Telve,2020-04-06T10:49:52
Too Hot Temperature,Critical,Tenno,2020-04-07T04:36:51
Reduced Visibility,Critical,Rovereto,2020-04-08T07:46:26
Too Cold Temperature,Medium,Povo,2020-04-08T19:17:54
Reduced Visibility,Medium,Trento,2020-04-08T12:07:37
Reduced Visibility,Medium,Trento,2020-04-09T02:04:29
Prolonged Low Precipitation,Critical,Tenno,2020-04-09T02:05:12
Prolonged Low Precipitation,Low,Telve,2020-04-11T23:22:32
Prolonged Low Precipitation,High,Arco,2020-04-12T15:38:35
Excessive Wind,Low,Arco,2020-04-12T18:31:38
Solid Precipitation,Low,Rovereto,2020-04-12T13:50:35
Reduced Visibility,Critical,Lavarone,2020-04-13T13:49:53
Excessive Precipitation,Critical,Mezzana,2020-04-15T19:51:08
Prolonged Low Precipitation,High,Mezzana,2020-04-15T10:29:29
Reduced Visibility,High,Trento,2020-04-15T09:17:23
Reduced Visibility,Medium,Telve,2020-04-16T10:29:29
Prolonged Low Precipitation,Medium,Telve,2020-04-16T19:10:55
Excessive Precipitation,Low,Telve,2020-04-17T10:08:48
Reduced Visibility,Medium,Tenno,2020-04-17T11:30:00
Too Cold Temperature,Medium,Arco,2020-04-17T04:16:27
Prolonged Low Precipitation,Low,Telve,2020-04-18T11:50:11
Too Hot Temperature,High,Trento,2020-04-18T02:38:42
Solid Precipitation,Critical,Mezzana,2020-04-19T05:29:32
Excessive Wind,High,Arco,2020-04-20T05:51:24
Too Cold Temperature,Critical,Trento,2020-04-20T18:07:31
Solid Precipitation,Critical,Rovereto,2020-04-20T19:51:04
Too Hot Temperature,Medium,Mezzana,2020-04-21T13:05:07
Excessive Precipitation,Low,Tenno,2020-04-21T08:48:10
Excessive Wind,Medium,Trento,2020-04-22T13:23:55
Reduced Visibility,Critical,Tenno,2020-04-22T06:26:21
Excessive Precipitation,Critical,Lavarone,2020-04-22T01:49:28
Excessive Precipitation,Low,Mezzana,2020-04-23T21:49:46
Excessive Wind,Medium,Cavalese,2020-04-23T23:50:05
Reduced Visibility,Medium,Cavalese,2020-04-24T12:20:51
Too Hot Temperature,Critical,Mezzana,2020-04-26T14:12:01
Too Hot Temperature,Low,Cavalese,2020-04-26T16:47:58
Solid Precipitation,Low,Trento,2020-04-26T16:33:52
Too Hot Temperature,Medium,Rovereto,2020-04-27T20:36:40
Reduced Visibility,Critical,Arco,2020-04-28T05:03:24
Excessive Precipitation,Critical,Povo,2020-04-29T17:51:44
Excessive Wind,High,Trento,2020-04-30T12:07:01
Solid Precipitation,Critical,Telve,2020-05-04T00:28:36
Too Cold Temperature,Low,Mezzana,2020-05-04T06:24:47
Excessive Wind,Critical,Predazzo,2020-05-04T20:10:04
Prolonged Low Precipitation,High,Arco,2020-05-05T12:10:28
Solid Precipitation,Critical,Predazzo,2020-05-06T03:31:37
Excessive Precipitation,Medium,Cavalese,2020-05-06T09:09:01
Too Cold Temperature,Critical,Lavarone,2020-05-07T19:25:04
Too Cold Temperature,High,Arco,2020-05-07T20:32:18
Reduced Visibility,Medium,Tenno,2020-05-09T01:30:35
Excessive Wind,Medium,Predazzo,2020-05-10T18:47:36
Reduced Visibility,High,Arco,2020-05-10T14:53:06
Prolonged Low Precipitation,Medium,Mezzana,2020-05-12T19:55:34
Excessive Wind,Low,Tenno,2020-05-13T21:29:56
Too Hot Temperature,High,Tenno,2020-05-13T00:55:39
Excessive Precipitation,Critical,Rovereto,2020-05-14T22:44:00
Excessive Precipitation,Critical,Povo,2020-05-14T13:58:17
Excessive Wind,Low,Trento,2020-05-14T13:30:33
Too Cold Temperature,Low,Telve,2020-05-15T12:36:43
Solid Precipitation,Critical,Povo,2020-05-17T04:35:39
Too Cold Temperature,High,Arco,2020-05-17T19:23:07
Too Cold Temperature,Critical,Povo,2020-05-18T10:48:32
Solid Precipitation,High,Cavalese,2020-05-18T21:38:30
Too Hot Temperature,Critical,Rovereto,2020-05-19T12:43:05
Prolonged Low Precipitation,Medium,Lavarone,2020-05-20T06:51:14
Too Hot Temperature,Low,Rovereto,2020-05-23T00:16:29
Too Cold Temperature,Medium,Telve,2020-05-23T22:27:28
Excessive Precipitation,Low,Lavarone,2020-05-23T04:39:05
Excessive Precipitation,Low,Trento,2020-05-24T13:39:18
Reduced Visibility,Critical,Cavalese,2020-05-24T15:22:59
Reduced Visibility,High,Predazzo,2020-05-24T04:00:53
Reduced Visibility,Low,Arco,2020-05-25T04:25:36
Too Cold Temperature,Low,Telve,2020-05-25T13:22:19
Prolonged Low Precipitation,High,Rovereto,2020-05-25T06:28:20
Excessive Precipitation,Low,Predazzo,2020-05-27T18:51:11
Too Cold Temperature,Medium,Lavarone,2020-05-27T12:18:04
Prolonged Low Precipitation,Medium,Cavalese,2020-05-29T01:23:25
Too Hot Temperature,Low,Povo,2020-05-29T00:05:47
Excessive Wind,Medium,Cavalese,2020-05-29T23:23:36
Excessive Precipitation,Low,Arco,2020-05-30T17:38:28
Too Hot Temperature,Medium,Rovereto,2020-05-31T07:33:37
Prolonged Low Precipitation,Medium,Trento,2020-05-31T00:10:25
Excessive Wind,Critical,Povo,2020-05-31T17:20:22
Too Cold Temperature,Medium,Tenno,2020-06-02T11:19:30
Too Cold Temperature,Critical,Mezzana,2020-06-05T04:57:25
Too Hot Temperature,Low,Lavarone,2020-06-06T13:07:31
Solid Precipitation,Critical,Tenno,2020-06-07T22:21:10
Prolonged Low Precipitation,Medium,Rovereto,2020-06-07T11:33:29
Reduced Visibility,High,Tenno,2020-06-07T23:39:48
Too Cold Temperature,Medium,Mezzana,2020-06-09T14:44:26
Too Hot Temperature,Medium,Povo,2020-06-14T16:11:23
Too Cold Temperature,High,Mezzana,2020-06-14T09:01:32
Excessive Precipitation,Critical,Predazzo,2020-06-15T07:02:40
Excessive Precipitation,Low,Arco,2020-06-15T03:27:33
Reduced Visibility,Low,Povo,2020-06-15T05:01:45
Solid Precipitation,Critical,Telve,2020-06-17T10:08:43
Excessive Wind,Medium,Cavalese,2020-06-17T12:08:08
Too Hot Temperature,Medium,Cavalese,2020-06-17T16:30:47
Prolonged Low Precipitation,Critical,Povo,2020-06-18T14:25:37
Solid Precipitation,Low,Cavalese,2020-06-21T08:35:08
Too Hot Temperature,Medium,Lavarone,2020-06-21T17:51:26
Excessive Precipitation,High,Cavalese,2020-06-21T09:37:57
Reduced Visibility,Medium,Povo,2020-06-22T05:16:30
Too Cold Temperature,Critical,Rovereto,2020-06-22T19:16:57
Too Cold Temperature,Critical,Lavarone,2020-06-23T11:16:54
Reduced Visibility,Low,Lavarone,2020-06-23T16:01:22
Too Cold Temperature,Critical,Telve,2020-06-26T06:25:59
Too Hot Temperature,Low,Arco,2020-06-26T21:29:18
Too Hot Temperature,Critical,Tenno,2020-06-26T02:51:05
Prolonged Low Precipitation,Medium,Cavalese,2020-06-28T11:50:58
Too Hot Temperature,Low,Mezzana,2020-06-28T18:13:43
Too Hot Temperature,Low,Tenno,2020-06-29T03:00:11
Too Hot Temperature,High,Trento,2020-07-01T04:22:31
Solid Precipitation,Low,Cavalese,2020-07-01T12:53:40
Prolonged Low Precipitation,High,Cavalese,2020-07-01T11:43:11
Excessive Precipitation,Medium,Trento,2020-07-03T02:17:13
Reduced Visibility,Medium,Predazzo,2020-07-03T02:28:53
Excessive Wind,Low,Mezzana,2020-07-06T00:46:55
Too Hot Temperature,Low,Tenno,2020-07-06T05:42:21
Too Hot Temperature,High,Povo,2020-07-07T21:30:53
Too Hot Temperature,High,Mezzana,2020-07-07T15:15:01
Too Hot Temperature,Critical,Lavarone,2020-07-07T15:48:28
Too Hot Temperature,Medium,Tenno,2020-07-09T09:54:12
